product_code,product_group,stock_qty,cost,price,last_week_sales,last_month_sales
8331,PG5,3742,5.89,11.39,36,184
8332,PG5,3347,8.39,17.09,68,230
6358,PG5,2931,8.69,14.24,127,385
1192,PG4,182,9.3,8.07,19,41
1195,PG4,187,11.57,12.34,13,33
1198,PG4,1758,11.96,20.89,56,244
1199,PG4,1105,12.84,33.24,55,173
1200,PG4,1496,14.05,28.49,43,215
1210,PG4,192,14.49,13.29,13,47
1213,PG4,117,14.49,12.34,21,33
1214,PG4,481,16.76,31.34,28,77
2534,PG6,226,8.35,27.54,34,70
7722,PG5,949,81.33,118.66,15,59
7729,PG5,332,80.19,118.66,14,34
7737,PG5,827,36.66,52.24,25,85
7739,PG5,731,36.66,52.24,28,121
3394,PG3,3419,12.73,17.09,32,99
3395,PG3,2374,17.27,22.79,31,93
3396,PG3,2809,18.74,23.74,33,161
3402,PG3,3862,22.52,29.44,28,128
9953,PG4,244,13.66,33.24,14,22
1474,PG4,340,6.39,14.24,21,87
1476,PG4,541,6.39,14.24,23,94
6470,PG5,321,94.6,170.99,19,84
6529,PG5,579,25.85,47.49,27,83
3424,PG5,8986,9.68,27.54,390,1552
5241,PG6,663,18.7,34.19,20,55
5267,PG6,653,14.85,35.14,58,227
5271,PG6,463,16.72,41.79,13,31
5275,PG6,415,14.63,32.29,15,71
5276,PG6,1130,11.11,20.89,16,73
2710,PG6,105,14.08,23.74,20,19
2603,PG5,236,31.9,66.49,32,111
9510,PG3,3897,14.98,20.89,218,908
9633,PG6,13927,43.73,52.24,325,1441
771,PG6,2824,31.9,47.49,191,675
9033,PG2,705,27.5,66.49,47,126
8506,PG4,1809,27.5,51.29,73,307
9162,PG4,700,8.27,23.74,18,56
7619,PG5,68,6.82,5.22,17,28
6844,PG4,251,19.03,37.99,17,67
9629,PG3,1166,24.97,56.99,24,87
5217,PG1,1704,13.53,14.24,94,355
5218,PG1,1135,13.53,14.24,25,82
3509,PG6,802,51.91,75.99,59,172
6805,PG5,1353,3.56,6.64,117,528
5311,PG1,1068,30.8,68.39,50,195
6188,PG4,273,49.5,78.84,24,120
5292,PG5,732,217.17,284.91,15,38
2605,PG5,566,55,104.41,24,96
3049,PG4,348,9.17,17.09,23,56
3050,PG4,1314,9.68,20.89,77,255
3276,PG4,610,7.03,18.99,25,78
3277,PG4,1124,7.18,19.94,20,68
3278,PG4,1192,7.76,21.84,15,37
71,PG2,1466,3.85,8.54,74,296
1365,PG6,1376,21.7,61.74,16,43
1366,PG6,782,21.7,61.74,13,24
2211,PG5,2886,21.78,33.24,109,294
1694,PG2,3065,17.3,33.24,149,576
1695,PG2,5837,12.22,24.69,240,1076
5271,PG2,742,27.47,56.99,29,92
4140,PG1,92,803,1201.75,12,24
3087,PG4,999,14.06,37.99,44,185
3088,PG4,364,19.1,52.24,19,86
3090,PG4,1723,4.21,14.24,95,336
3091,PG4,1148,8.38,23.74,46,172
8918,PG1,305,1.57,3.79,14,67
9574,PG5,416,35.67,56.99,30,169
7645,PG5,939,556.36,588.91,37,135
8648,PG4,467,9.64,28.49,14,34
6197,PG1,750,25.3,47.49,16,77
8218,PG2,1295,385,550.91,54,225
4148,PG1,255,405.1,612.66,18,39
4150,PG1,22,405.1,612.66,14,29
8910,PG4,4656,23.08,47.49,29,121
5698,PG6,970,65.74,68.39,43,153
7315,PG5,1691,8.69,28.49,50,156
857,PG6,12587,11.55,24.69,365,1328
6955,PG5,2044,127.75,113.99,155,616
6958,PG5,387,355.61,308.66,33,131
6959,PG5,1705,625.49,664.91,44,246
6963,PG5,1612,127.75,113.99,74,319
6966,PG5,252,355.61,308.66,17,47
6972,PG5,1231,127.75,113.99,84,284
6977,PG5,1083,127.75,113.99,39,138
2911,PG6,2414,0.54,3.79,68,242
2918,PG6,300,0.75,3.79,18,60
2925,PG6,2356,0.7,3.79,46,201
2932,PG6,1129,0.68,2.84,16,81
2938,PG6,2366,0.94,2.84,22,90
9648,PG5,1932,8.69,26.59,50,226
9650,PG5,1426,9.85,28.49,89,252
9944,PG4,476,4.73,3.32,16,42
9964,PG4,813,8.75,20.89,28,105
1115,PG4,1675,7.7,13.29,31,112
7834,PG3,498,11.23,47.49,23,101
6435,PG5,40,4.2,14.24,13,31
5326,PG3,2386,157.85,189.91,52,210
5327,PG3,3002,20.09,37.99,63,327
662,PG6,383,57.64,123.41,32,106
667,PG6,130,115.17,208.91,18,34
8607,PG5,297,11.66,28.49,41,128
8608,PG5,1235,13.09,28.49,37,117
8609,PG5,1331,13.09,28.49,57,279
8893,PG4,355,137.5,189.91,13,43
3031,PG4,2033,5.16,16.14,69,206
3032,PG4,888,6.96,18.99,24,66
3035,PG4,538,8.73,20.89,13,30
7736,PG3,2390,74.8,123.41,63,290
1394,PG3,386,2.75,9.49,23,80
6994,PG6,772,23.1,56.99,16,59
2671,PG5,426,87.92,104.41,13,74
9635,PG6,26576,8.53,11.39,673,2484
769,PG6,7784,14.85,28.49,253,935
855,PG6,7730,14.85,28.49,158,551
5549,PG6,2637,29.73,47.49,69,224
66,PG3,1377,14.87,18.04,37,97
67,PG3,2046,14.87,18.04,113,412
68,PG3,1258,14.87,18.04,59,182
7223,PG6,530,22.77,30.39,13,34
7225,PG6,470,50.16,60.79,13,32
2984,PG5,2193,7.15,28.49,12,28
2985,PG5,2057,7.15,28.49,12,41
2987,PG5,2266,7.15,28.49,13,20
2990,PG5,1187,3.85,16.14,34,127
2991,PG5,2060,4.68,18.99,12,29
2992,PG5,2106,3.85,16.14,18,57
2993,PG5,1529,3.85,16.14,34,97
2998,PG5,899,3.85,16.14,40,152
3000,PG5,1491,4.68,18.99,13,35
2138,PG4,482,1.63,1.61,13,23
2279,PG4,525,1.34,1.23,14,18
2284,PG4,324,2.04,1.61,23,30
2301,PG4,442,2.04,1.61,14,29
723,PG6,693,236.5,318.16,34,149
2142,PG4,493,4.4,2.84,26,48
2213,PG4,813,4.06,6.64,16,41
2221,PG4,681,3.55,2.84,19,84
9661,PG4,779,85.8,142.41,21,61
9668,PG4,181,69.3,142.41,16,44
1355,PG5,915,556.36,588.91,33,142
5145,PG3,1925,73.15,104.41,70,303
5146,PG3,2044,35.64,61.74,27,101
7913,PG4,72,8.14,10.44,14,29
7914,PG4,394,9.75,10.44,27,68
7916,PG4,1961,15.43,12.34,56,355
7920,PG4,789,9.85,9.02,110,226
7921,PG4,1353,7.98,9.02,156,459
7922,PG4,2062,15.95,14.24,26,253
7923,PG4,1851,10.4,10.44,192,458
7924,PG4,1691,12.38,11.39,91,345
7928,PG4,376,16.63,28.49,12,59
7932,PG4,372,9.68,12.34,24,78
7935,PG4,143,15.35,14.24,18,56
7936,PG4,1067,12.93,12.34,52,142
7938,PG4,1754,19.2,31.34,38,55
3004,PG5,1984,3.85,16.14,21,72
3007,PG5,2259,4.68,18.99,17,34
3009,PG5,1306,4.68,18.99,12,48
3013,PG5,1753,3.85,16.14,23,92
3014,PG5,1867,3.85,16.14,14,48
3015,PG5,1229,3.85,16.14,79,284
3016,PG5,2244,3.85,16.14,15,32
2866,PG4,1312,10.19,31.34,30,85
2876,PG4,786,7.47,8.54,26,121
2877,PG4,1237,7.47,20.89,21,121
2883,PG4,985,4.87,16.14,42,137
2885,PG4,792,8.28,20.89,34,97
2886,PG4,1345,5.38,16.14,53,156
2887,PG4,2376,5.38,16.14,56,237
2889,PG4,802,17.64,33.24,13,41
2890,PG4,823,7.15,18.99,13,40
2908,PG4,780,9.49,20.89,21,66
2909,PG4,403,9.49,20.89,13,33
6472,PG4,1816,22.41,33.24,41,125
1263,PG4,331,37.2,24.69,14,27
1264,PG4,528,37.2,23.74,21,76
8692,PG2,176,261.07,446.41,18,86
8693,PG2,157,197.63,360.91,19,94
8695,PG2,172,197.63,379.91,28,54
8696,PG2,132,296.43,484.41,14,60
8697,PG2,116,391.61,569.91,12,78
8430,PG4,250,64.99,99.74,32,106
2927,PG4,493,14.99,33.24,16,40
2929,PG4,246,19.73,42.74,12,25
2930,PG4,3080,8.99,23.74,236,756
2931,PG4,1390,9.87,22.79,43,174
2932,PG4,1568,10.37,28.49,52,143
2936,PG4,831,24.17,47.49,19,51
2948,PG4,1057,8.35,20.89,36,108
1365,PG5,1217,111.13,132.91,51,212
3833,PG4,899,11.68,39.89,21,73
3842,PG4,574,13.09,30.39,39,126
3846,PG4,100,114.92,194.66,12,22
2949,PG4,913,8.92,20.89,21,61
2953,PG4,476,24.04,47.49,15,23
2966,PG4,690,13.62,35.14,62,225
2967,PG4,801,13.62,36.09,104,387
2968,PG4,882,13.62,37.99,134,552
2973,PG4,1129,12.28,28.49,30,134
2974,PG4,749,14.23,31.34,31,151
2975,PG4,794,16.38,37.99,43,144
2976,PG4,1518,17.71,37.99,34,139
5890,PG4,1057,5.35,20.89,13,73
5891,PG4,835,5.34,20.89,18,94
5893,PG4,469,13.04,28.49,20,65
3051,PG4,1304,15.37,33.24,29,102
3054,PG4,213,44.28,66.49,16,38
2882,PG3,175,52.39,94.99,30,121
2883,PG3,495,21.55,42.74,52,241
3067,PG5,818,144.19,132.91,17,72
2306,PG4,1004,2.17,2.84,23,110
2342,PG4,1285,2.61,6.64,35,129
2343,PG4,908,2.61,2.84,26,74
2344,PG4,1017,2.61,6.64,16,57
3010,PG5,476,49.92,66.49,32,152
3012,PG5,1079,140.13,189.91,39,205
5485,PG5,762,50.6,85.49,35,100
5486,PG5,756,61.6,104.41,67,175
1945,PG2,587,54.29,80.74,107,563
2398,PG4,428,1.56,1.61,12,36
2419,PG4,849,1.63,1.61,15,32
5284,PG6,2411,8.8,18.99,107,278
7688,PG6,3683,16.28,31.34,156,626
4734,PG4,3680,19.25,33.24,212,736
1335,PG6,1770,8.8,18.04,56,189
5486,PG6,1063,13.2,9.49,28,90
5487,PG6,502,12.54,10.44,35,111
5488,PG6,526,18.7,15.19,15,95
5490,PG6,275,12.65,10.44,18,87
5491,PG6,271,18.7,16.14,32,168
5492,PG6,662,13.75,10.44,22,129
5493,PG6,428,12.1,10.44,14,93
5494,PG6,714,28.05,24.69,30,140
5495,PG6,859,12.54,9.49,33,107
5499,PG6,969,7.59,8.54,16,79
5504,PG6,328,12.1,10.44,39,124
3333,PG5,1417,16.72,40.84,32,131
3335,PG5,150,31.35,75.99,14,70
3336,PG5,825,23.76,61.74,18,85
9876,PG6,8444,4.3,13.29,121,461
724,PG6,4494,1.45,3.32,277,1111
2964,PG1,280,28.96,42.74,17,46
2971,PG1,234,124.69,180.41,20,47
6136,PG6,326,5.79,12.34,25,63
6137,PG6,2563,5.79,12.34,44,153
6138,PG6,2253,5.04,11.39,38,113
6139,PG6,2258,17.03,36.09,34,161
6140,PG6,3086,5.84,14.24,81,319
6141,PG6,1140,23.99,46.54,39,158
6142,PG6,2454,14.28,19.94,69,233
5468,PG6,10010,1.54,4.74,515,1950
9696,PG3,5613,11,18.99,250,901
2954,PG5,689,6.33,16.14,20,46
2955,PG5,736,6.33,16.14,16,61
2957,PG5,789,6.33,16.14,14,22
2969,PG5,718,6.33,16.14,19,68
2970,PG5,619,6.33,16.14,17,34
1920,PG6,882,5.75,16.14,73,265
6654,PG6,278,28.96,59.84,42,163
9154,PG4,349,1.62,9.49,17,25
9155,PG4,445,3.14,10.44,12,21
1922,PG6,570,8.03,17.09,35,214
1923,PG6,3170,11.47,23.74,129,457
1925,PG6,3077,23.76,41.79,84,368
1927,PG6,3211,16.19,31.34,63,211
9957,PG6,299,7.63,18.04,27,70
9959,PG6,2959,4.18,11.39,53,200
9960,PG6,3944,4.18,11.39,150,497
9166,PG4,6303,4.57,16.14,225,723
9167,PG4,1913,4.87,16.14,78,218
9168,PG4,7619,5.56,18.99,175,628
9171,PG4,2984,1.44,2.75,271,848
9172,PG4,1322,2.49,14.24,27,133
9175,PG4,303,4.99,16.14,15,32
4151,PG4,5223,1.23,12.34,102,372
4152,PG4,380,3.32,10.44,19,59
4153,PG4,1459,1.68,10.44,54,282
4154,PG4,2915,2.67,14.24,92,251
3992,PG5,346,8.5,22.79,17,50
1600,PG6,487,78,137.66,13,48
3292,PG4,225,8.86,21.84,12,49
3293,PG4,738,9.99,19.94,33,137
3295,PG4,1592,9.99,21.84,72,298
3297,PG4,652,16.5,33.24,27,109
3298,PG4,742,18.14,35.14,34,98
3300,PG4,928,18.14,37.99,15,53
3306,PG4,183,5.85,19.94,12,25
3313,PG4,250,7.17,19.94,13,33
3315,PG4,908,12.79,30.39,35,66
3049,PG6,2241,1.98,6.64,17,47
3086,PG6,1930,2.44,7.59,13,33
3220,PG6,268,1.85,5.69,17,24
2591,PG6,2465,9.22,18.99,73,236
2592,PG6,3481,11.54,26.59,52,150
2593,PG6,532,16.17,34.19,31,90
2596,PG6,1003,7.08,15.19,35,100
2600,PG6,1012,7.83,19.94,23,62
2612,PG6,1586,2.83,5.69,84,259
2616,PG6,6829,3.21,5.69,883,2961
2620,PG6,1574,4.06,8.54,179,751
2624,PG6,1485,2.78,6.64,24,98
2627,PG6,4679,3.31,7.59,348,1410
2629,PG6,1337,4.24,7.59,73,276
2631,PG6,11435,4.72,8.54,700,2732
2633,PG6,1201,3.39,9.49,37,110
2635,PG6,2332,4.02,11.39,237,905
2637,PG6,1162,5.23,10.44,121,352
2639,PG6,3717,6.06,15.19,268,1122
2641,PG6,693,6.94,18.04,41,124
2645,PG6,770,8.15,17.09,40,120
2655,PG6,3436,7.08,17.09,111,401
2662,PG6,1225,8.1,16.14,24,60
2670,PG6,2754,8.73,18.99,91,405
2684,PG6,1692,7.83,18.99,46,192
2690,PG6,5169,9.89,26.59,71,242
2694,PG6,739,12.6,26.59,12,33
5630,PG4,545,99.83,161.49,16,52
5667,PG4,1177,67.74,94.99,51,181
2707,PG6,828,6.6,13.29,13,48
2710,PG6,841,7.08,15.19,30,62
2717,PG6,886,8.73,17.09,13,56
2727,PG6,878,7.83,18.04,25,60
2731,PG6,836,9.89,26.59,16,30
6341,PG2,1274,12.06,18.99,39,181
6547,PG6,747,24.2,61.74,46,177
4594,PG1,762,42.7,75.99,58,156
6657,PG6,307,22.95,49.39,44,198
6664,PG6,502,1.74,4.27,15,30
6673,PG6,289,28.96,59.84,12,83
2218,PG2,3049,8.2,16.14,148,555
2219,PG2,3525,9.02,16.14,164,657
8297,PG5,2246,34.49,52.24,61,172
8298,PG5,2144,34.49,52.24,46,165
4155,PG4,3341,3.87,5.6,200,976
4156,PG4,395,5.58,18.04,21,55
4159,PG4,2143,2.35,10.44,42,243
4160,PG4,408,2.08,10.44,24,43
4161,PG4,2117,2.73,10.44,65,350
4162,PG4,1107,3.26,10.44,56,200
4164,PG4,1272,3.72,14.24,56,157
2447,PG4,489,1.63,1.61,13,37
7715,PG5,4104542,6.82,7.6,3222,12353
7949,PG4,1376,8.16,8.54,97,459
7950,PG4,435,8.73,16.14,17,112
8046,PG4,409,12.32,11.39,16,22
8048,PG4,415,11.99,11.39,28,60
8050,PG4,-10,1.32,3.32,14,11
952,PG2,5388,37.71,61.74,331,1041
1307,PG2,44996,31.44,42.74,1772,6394
3018,PG5,1697,4.68,18.99,19,52
